AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
66.0,6.0,21.0,1.0,"Management, Business, Science, and Arts",6.0,0.0,40.0,1.0,1.0
27.0,1.0,16.0,5.0,Office and Administrative Support,6.0,0.0,40.0,2.0,1.0
60.0,7.0,21.0,1.0,Business Operations Specialists,6.0,0.0,50.0,1.0,1.0
22.0,4.0,21.0,1.0,"Life, Physical, and Social Science",13.0,1.0,40.0,2.0,1.0
62.0,6.0,14.0,3.0,Personal Care and Service,6.0,4.0,60.0,2.0,1.0
26.0,1.0,19.0,5.0,Office and Administrative Support,217.0,2.0,40.0,2.0,6.0
51.0,1.0,21.0,1.0,Healthcare Practitioners and Technical,233.0,0.0,48.0,1.0,6.0
55.0,1.0,22.0,1.0,"Management, Business, Science, and Arts",37.0,1.0,45.0,1.0,1.0
57.0,2.0,22.0,1.0,Community and Social Services,48.0,0.0,40.0,1.0,1.0
22.0,1.0,16.0,5.0,Office and Administrative Support,6.0,2.0,28.0,1.0,9.0
49.0,1.0,20.0,1.0,"Management, Business, Science, and Arts",6.0,0.0,40.0,2.0,1.0
39.0,5.0,22.0,5.0,"Management, Business, Science, and Arts",303.0,2.0,45.0,2.0,1.0
65.0,1.0,16.0,3.0,Personal Care and Service,6.0,13.0,20.0,2.0,1.0
46.0,1.0,20.0,1.0,Architecture and Engineering,303.0,1.0,40.0,2.0,8.0
21.0,1.0,19.0,5.0,Sales and Related,6.0,2.0,35.0,1.0,1.0
70.0,6.0,22.0,1.0,"Education, Training, and Library",6.0,0.0,28.0,1.0,9.0
38.0,1.0,21.0,1.0,Business Operations Specialists,9.0,1.0,40.0,1.0,1.0
35.0,6.0,21.0,1.0,Sales and Related,6.0,0.0,51.0,1.0,1.0
22.0,1.0,16.0,5.0,Transportation and Material Moving,6.0,2.0,40.0,1.0,1.0
44.0,1.0,19.0,3.0,Financial Specialists,6.0,0.0,40.0,2.0,1.0
29.0,1.0,21.0,1.0,"Arts, Design, Entertainment, Sports, and Media",6.0,2.0,40.0,2.0,1.0
33.0,1.0,24.0,1.0,"Life, Physical, and Social Science",21.0,9.0,40.0,1.0,1.0
62.0,1.0,23.0,1.0,Transportation and Material Moving,6.0,0.0,60.0,1.0,1.0
67.0,1.0,22.0,1.0,Personal Care and Service,6.0,0.0,10.0,1.0,1.0
65.0,1.0,21.0,3.0,Healthcare Practitioners and Technical,6.0,0.0,16.0,2.0,2.0
29.0,4.0,21.0,1.0,Computer and Maths,6.0,1.0,40.0,1.0,1.0
65.0,1.0,16.0,1.0,Transportation and Material Moving,6.0,0.0,40.0,1.0,1.0
23.0,1.0,21.0,5.0,Sales and Related,6.0,2.0,25.0,1.0,1.0
61.0,4.0,21.0,4.0,"Management, Business, Science, and Arts",17.0,0.0,45.0,2.0,1.0
24.0,7.0,16.0,5.0,Construction and Extraction,6.0,13.0,40.0,1.0,1.0
24.0,6.0,19.0,1.0,Construction and Extraction,312.0,0.0,40.0,2.0,8.0
46.0,6.0,21.0,1.0,Sales and Related,6.0,0.0,40.0,1.0,1.0
39.0,1.0,21.0,1.0,"Arts, Design, Entertainment, Sports, and Media",240.0,1.0,40.0,2.0,6.0
65.0,1.0,18.0,1.0,"Installation, Maintenance, and Repair Workers",6.0,0.0,40.0,1.0,1.0
31.0,1.0,21.0,5.0,Office and Administrative Support,158.0,0.0,55.0,2.0,1.0
37.0,6.0,16.0,5.0,"Arts, Design, Entertainment, Sports, and Media",6.0,2.0,40.0,1.0,1.0
69.0,7.0,23.0,1.0,Community and Social Services,39.0,0.0,45.0,1.0,1.0
32.0,1.0,19.0,1.0,Transportation and Material Moving,6.0,1.0,60.0,1.0,6.0
52.0,1.0,21.0,1.0,"Life, Physical, and Social Science",110.0,0.0,40.0,2.0,1.0
34.0,1.0,16.0,1.0,Building and Grounds Cleaning and Maintenance,6.0,2.0,32.0,2.0,1.0
45.0,5.0,21.0,1.0,Protective Service,6.0,0.0,50.0,1.0,1.0
36.0,2.0,19.0,1.0,"Management, Business, Science, and Arts",6.0,2.0,40.0,2.0,7.0
25.0,1.0,21.0,1.0,Sales and Related,303.0,1.0,40.0,1.0,1.0
45.0,2.0,19.0,3.0,Healthcare Support,6.0,3.0,24.0,2.0,1.0
30.0,1.0,14.0,5.0,Production,6.0,10.0,40.0,1.0,1.0
74.0,2.0,24.0,1.0,"Education, Training, and Library",214.0,1.0,50.0,2.0,1.0
56.0,1.0,21.0,1.0,Office and Administrative Support,26.0,1.0,20.0,2.0,1.0
29.0,4.0,21.0,1.0,Office and Administrative Support,6.0,1.0,40.0,1.0,6.0
46.0,1.0,1.0,1.0,Transportation and Material Moving,313.0,1.0,40.0,2.0,1.0
43.0,1.0,21.0,5.0,"Life, Physical, and Social Science",6.0,0.0,50.0,2.0,1.0
41.0,1.0,23.0,1.0,Computer and Maths,6.0,0.0,50.0,1.0,6.0
39.0,1.0,22.0,1.0,Business Operations Specialists,6.0,0.0,35.0,2.0,1.0
41.0,1.0,16.0,5.0,Food Preparation and Serving,215.0,0.0,40.0,2.0,6.0
60.0,1.0,19.0,3.0,Sales and Related,6.0,0.0,55.0,2.0,1.0
28.0,5.0,19.0,1.0,Business Operations Specialists,48.0,1.0,40.0,2.0,1.0
43.0,1.0,9.0,1.0,Construction and Extraction,303.0,1.0,35.0,1.0,8.0
37.0,1.0,18.0,1.0,Office and Administrative Support,6.0,1.0,40.0,2.0,1.0
25.0,1.0,21.0,5.0,Community and Social Services,245.0,0.0,36.0,1.0,2.0
50.0,6.0,21.0,3.0,"Farming, Fishing, and Forestry",6.0,0.0,60.0,2.0,1.0
67.0,6.0,22.0,5.0,"Education, Training, and Library",29.0,0.0,25.0,2.0,1.0
62.0,1.0,21.0,5.0,Sales and Related,6.0,0.0,60.0,2.0,1.0
21.0,1.0,19.0,5.0,"Education, Training, and Library",6.0,2.0,16.0,2.0,1.0
25.0,2.0,22.0,1.0,Community and Social Services,6.0,0.0,20.0,2.0,1.0
24.0,1.0,21.0,5.0,"Arts, Design, Entertainment, Sports, and Media",6.0,2.0,5.0,2.0,1.0
41.0,1.0,20.0,1.0,Business Operations Specialists,27.0,1.0,50.0,2.0,1.0
17.0,1.0,14.0,5.0,Sales and Related,6.0,2.0,15.0,1.0,9.0
37.0,1.0,19.0,1.0,Office and Administrative Support,6.0,1.0,50.0,1.0,1.0
62.0,1.0,9.0,1.0,Construction and Extraction,303.0,0.0,40.0,1.0,8.0
24.0,1.0,16.0,5.0,Transportation and Material Moving,6.0,2.0,40.0,1.0,1.0
64.0,1.0,6.0,3.0,Construction and Extraction,312.0,0.0,60.0,1.0,8.0
33.0,1.0,18.0,5.0,Transportation and Material Moving,313.0,10.0,40.0,1.0,8.0
19.0,1.0,19.0,5.0,Personal Care and Service,6.0,17.0,30.0,2.0,1.0
27.0,1.0,21.0,5.0,"Management, Business, Science, and Arts",6.0,0.0,40.0,1.0,1.0
35.0,1.0,20.0,1.0,Healthcare Support,6.0,0.0,45.0,2.0,1.0
48.0,1.0,9.0,1.0,Production,303.0,1.0,36.0,1.0,8.0
48.0,7.0,21.0,1.0,Sales and Related,6.0,1.0,70.0,1.0,1.0
32.0,3.0,21.0,5.0,"Education, Training, and Library",6.0,0.0,48.0,1.0,1.0
26.0,3.0,20.0,5.0,Office and Administrative Support,6.0,0.0,40.0,2.0,1.0
66.0,1.0,15.0,1.0,Computer and Maths,207.0,6.0,40.0,1.0,6.0
52.0,1.0,22.0,3.0,Healthcare Practitioners and Technical,6.0,2.0,40.0,2.0,1.0
37.0,1.0,16.0,1.0,Transportation and Material Moving,6.0,1.0,40.0,1.0,1.0
48.0,1.0,21.0,5.0,Protective Service,41.0,0.0,5.0,1.0,1.0
59.0,1.0,22.0,5.0,Business Operations Specialists,6.0,5.0,40.0,1.0,6.0
59.0,2.0,16.0,5.0,Personal Care and Service,23.0,0.0,30.0,2.0,8.0
55.0,1.0,7.0,1.0,"Farming, Fishing, and Forestry",303.0,0.0,60.0,1.0,1.0
23.0,5.0,19.0,1.0,"Education, Training, and Library",110.0,1.0,50.0,1.0,1.0
63.0,1.0,9.0,1.0,"Arts, Design, Entertainment, Sports, and Media",303.0,0.0,40.0,1.0,8.0
18.0,5.0,16.0,5.0,Military Specific,22.0,17.0,40.0,1.0,1.0
49.0,6.0,21.0,5.0,"Management, Business, Science, and Arts",233.0,2.0,40.0,1.0,6.0
76.0,6.0,21.0,1.0,Personal Care and Service,31.0,0.0,66.0,1.0,1.0
24.0,1.0,16.0,5.0,Sales and Related,6.0,0.0,40.0,2.0,8.0
69.0,5.0,21.0,1.0,Business Operations Specialists,4.0,1.0,40.0,1.0,1.0
57.0,1.0,18.0,1.0,"Installation, Maintenance, and Repair Workers",27.0,0.0,48.0,1.0,1.0
20.0,1.0,18.0,5.0,Transportation and Material Moving,6.0,2.0,42.0,1.0,1.0
39.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",226.0,0.0,55.0,2.0,6.0
65.0,1.0,7.0,1.0,"Farming, Fishing, and Forestry",303.0,1.0,60.0,2.0,1.0
47.0,3.0,16.0,1.0,Protective Service,6.0,0.0,40.0,1.0,1.0
58.0,7.0,18.0,1.0,Business Operations Specialists,207.0,15.0,50.0,1.0,6.0
54.0,4.0,21.0,5.0,"Management, Business, Science, and Arts",53.0,12.0,40.0,1.0,1.0
30.0,1.0,21.0,5.0,"Management, Business, Science, and Arts",233.0,0.0,40.0,1.0,9.0
23.0,1.0,18.0,5.0,Healthcare Support,6.0,2.0,38.0,2.0,1.0
59.0,1.0,15.0,1.0,Production,247.0,1.0,20.0,2.0,6.0
64.0,1.0,22.0,1.0,"Management, Business, Science, and Arts",39.0,1.0,40.0,1.0,1.0
49.0,1.0,16.0,1.0,Business Operations Specialists,6.0,1.0,40.0,2.0,1.0
46.0,3.0,19.0,1.0,"Arts, Design, Entertainment, Sports, and Media",6.0,1.0,40.0,2.0,1.0
20.0,1.0,19.0,5.0,Food Preparation and Serving,6.0,2.0,15.0,1.0,1.0
25.0,1.0,21.0,5.0,Computer and Maths,6.0,12.0,40.0,1.0,6.0
53.0,1.0,22.0,1.0,"Arts, Design, Entertainment, Sports, and Media",6.0,1.0,20.0,2.0,1.0
49.0,1.0,15.0,1.0,Transportation and Material Moving,303.0,1.0,40.0,2.0,8.0
20.0,1.0,16.0,5.0,Transportation and Material Moving,6.0,7.0,20.0,1.0,1.0
38.0,1.0,16.0,5.0,Office and Administrative Support,15.0,0.0,40.0,2.0,6.0
42.0,1.0,15.0,1.0,Food Preparation and Serving,303.0,0.0,40.0,2.0,1.0
36.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",6.0,1.0,40.0,1.0,6.0
63.0,1.0,22.0,1.0,Architecture and Engineering,139.0,0.0,50.0,1.0,1.0
23.0,1.0,16.0,1.0,Construction and Extraction,523.0,12.0,60.0,1.0,7.0
21.0,1.0,19.0,5.0,Sales and Related,303.0,11.0,20.0,2.0,1.0
20.0,1.0,16.0,5.0,Food Preparation and Serving,6.0,2.0,25.0,2.0,1.0
51.0,6.0,16.0,1.0,Food Preparation and Serving,42.0,1.0,40.0,2.0,1.0
29.0,1.0,18.0,1.0,Business Operations Specialists,301.0,1.0,40.0,2.0,1.0
60.0,1.0,17.0,1.0,Office and Administrative Support,207.0,1.0,40.0,2.0,6.0
63.0,6.0,18.0,1.0,Sales and Related,6.0,1.0,40.0,1.0,8.0
24.0,2.0,18.0,5.0,Healthcare Practitioners and Technical,6.0,0.0,40.0,2.0,1.0
55.0,2.0,20.0,1.0,Healthcare Practitioners and Technical,233.0,1.0,36.0,2.0,6.0
56.0,5.0,18.0,3.0,Financial Specialists,36.0,0.0,40.0,2.0,1.0
67.0,1.0,19.0,1.0,Sales and Related,6.0,1.0,40.0,1.0,1.0
22.0,1.0,19.0,5.0,Transportation and Material Moving,4.0,17.0,8.0,1.0,1.0
21.0,1.0,21.0,5.0,"Arts, Design, Entertainment, Sports, and Media",18.0,0.0,30.0,1.0,1.0
26.0,6.0,19.0,4.0,Personal Care and Service,315.0,0.0,36.0,2.0,1.0
42.0,7.0,21.0,1.0,Computer and Maths,54.0,0.0,30.0,1.0,6.0
76.0,1.0,21.0,1.0,Business Operations Specialists,151.0,1.0,20.0,1.0,1.0
44.0,1.0,19.0,1.0,Office and Administrative Support,6.0,0.0,38.0,2.0,1.0
57.0,4.0,21.0,3.0,Office and Administrative Support,4.0,0.0,40.0,2.0,1.0
40.0,1.0,21.0,1.0,Construction and Extraction,6.0,0.0,60.0,1.0,1.0
49.0,1.0,11.0,5.0,Construction and Extraction,6.0,5.0,40.0,1.0,1.0
40.0,1.0,1.0,1.0,"Installation, Maintenance, and Repair Workers",303.0,1.0,40.0,1.0,1.0
24.0,1.0,16.0,5.0,Personal Care and Service,6.0,2.0,30.0,2.0,1.0
57.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",6.0,1.0,65.0,1.0,1.0
48.0,3.0,22.0,5.0,"Management, Business, Science, and Arts",6.0,0.0,40.0,1.0,3.0
18.0,2.0,18.0,5.0,Personal Care and Service,6.0,17.0,15.0,2.0,9.0
27.0,1.0,16.0,5.0,Food Preparation and Serving,303.0,0.0,40.0,1.0,8.0
21.0,1.0,19.0,5.0,Personal Care and Service,6.0,2.0,30.0,1.0,2.0
47.0,6.0,21.0,1.0,Office and Administrative Support,6.0,0.0,1.0,2.0,1.0
46.0,1.0,22.0,3.0,Sales and Related,212.0,0.0,60.0,2.0,1.0
24.0,4.0,16.0,5.0,Healthcare Support,6.0,2.0,60.0,2.0,1.0
32.0,7.0,21.0,1.0,"Management, Business, Science, and Arts",6.0,0.0,20.0,2.0,9.0
40.0,1.0,24.0,1.0,Computer and Maths,210.0,1.0,40.0,2.0,6.0
55.0,2.0,1.0,1.0,Building and Grounds Cleaning and Maintenance,303.0,6.0,35.0,2.0,1.0
37.0,1.0,19.0,3.0,Sales and Related,6.0,0.0,43.0,2.0,9.0
47.0,1.0,19.0,1.0,Architecture and Engineering,36.0,1.0,40.0,1.0,1.0
47.0,7.0,21.0,1.0,"Management, Business, Science, and Arts",34.0,0.0,50.0,1.0,1.0
44.0,7.0,16.0,1.0,Sales and Related,158.0,0.0,84.0,1.0,1.0
53.0,1.0,18.0,3.0,Office and Administrative Support,6.0,0.0,40.0,2.0,1.0
33.0,1.0,19.0,5.0,Community and Social Services,53.0,0.0,35.0,2.0,1.0
63.0,1.0,21.0,1.0,Food Preparation and Serving,209.0,0.0,40.0,2.0,6.0
34.0,5.0,21.0,1.0,Business Operations Specialists,210.0,0.0,40.0,1.0,6.0
37.0,1.0,21.0,1.0,Food Preparation and Serving,23.0,0.0,29.0,2.0,1.0
23.0,1.0,21.0,5.0,Production,6.0,2.0,40.0,1.0,6.0
22.0,1.0,21.0,5.0,"Farming, Fishing, and Forestry",303.0,2.0,40.0,2.0,8.0
33.0,1.0,21.0,1.0,Architecture and Engineering,129.0,1.0,50.0,1.0,1.0
54.0,1.0,18.0,1.0,"Management, Business, Science, and Arts",303.0,1.0,40.0,2.0,1.0
44.0,7.0,24.0,1.0,Community and Social Services,6.0,1.0,55.0,1.0,1.0
73.0,3.0,22.0,1.0,"Education, Training, and Library",42.0,0.0,20.0,2.0,1.0
59.0,6.0,24.0,5.0,Transportation and Material Moving,55.0,13.0,8.0,1.0,1.0
67.0,7.0,19.0,1.0,Building and Grounds Cleaning and Maintenance,247.0,0.0,20.0,1.0,6.0
59.0,1.0,19.0,1.0,Office and Administrative Support,6.0,1.0,20.0,1.0,6.0
53.0,1.0,19.0,1.0,Office and Administrative Support,341.0,0.0,24.0,2.0,1.0
57.0,1.0,21.0,1.0,Sales and Related,6.0,0.0,50.0,1.0,1.0
63.0,2.0,22.0,1.0,"Arts, Design, Entertainment, Sports, and Media",29.0,1.0,30.0,2.0,1.0
43.0,1.0,19.0,1.0,"Farming, Fishing, and Forestry",303.0,10.0,55.0,1.0,1.0
44.0,1.0,16.0,1.0,Personal Care and Service,303.0,0.0,60.0,1.0,1.0
36.0,1.0,20.0,3.0,Healthcare Practitioners and Technical,6.0,2.0,40.0,2.0,1.0
24.0,1.0,21.0,5.0,Food Preparation and Serving,6.0,11.0,40.0,2.0,1.0
53.0,1.0,16.0,3.0,Office and Administrative Support,207.0,0.0,40.0,2.0,6.0
46.0,6.0,20.0,1.0,"Installation, Maintenance, and Repair Workers",202.0,0.0,45.0,1.0,6.0
51.0,1.0,19.0,5.0,"Education, Training, and Library",6.0,0.0,30.0,2.0,1.0
59.0,1.0,18.0,1.0,Transportation and Material Moving,6.0,0.0,60.0,1.0,1.0
48.0,1.0,22.0,1.0,Business Operations Specialists,6.0,1.0,50.0,2.0,6.0
53.0,1.0,23.0,5.0,Transportation and Material Moving,47.0,11.0,48.0,1.0,2.0
33.0,1.0,22.0,1.0,Computer and Maths,247.0,0.0,40.0,1.0,6.0
27.0,1.0,16.0,1.0,"Farming, Fishing, and Forestry",303.0,0.0,48.0,1.0,8.0
49.0,6.0,22.0,1.0,Personal Care and Service,34.0,0.0,25.0,1.0,1.0
29.0,1.0,21.0,5.0,Computer and Maths,6.0,0.0,50.0,1.0,6.0
51.0,1.0,15.0,1.0,Building and Grounds Cleaning and Maintenance,312.0,0.0,40.0,1.0,8.0
56.0,1.0,16.0,1.0,Transportation and Material Moving,6.0,1.0,40.0,1.0,1.0
53.0,1.0,21.0,1.0,Architecture and Engineering,233.0,0.0,40.0,1.0,6.0
33.0,1.0,21.0,1.0,Sales and Related,1.0,1.0,60.0,1.0,1.0
27.0,2.0,1.0,5.0,Business Operations Specialists,6.0,17.0,20.0,1.0,1.0
30.0,5.0,16.0,5.0,Office and Administrative Support,6.0,0.0,40.0,2.0,2.0
58.0,6.0,20.0,1.0,Production,370.0,1.0,9.0,1.0,8.0
46.0,1.0,1.0,1.0,Production,303.0,6.0,40.0,2.0,1.0
26.0,7.0,21.0,5.0,Sales and Related,8.0,0.0,45.0,1.0,1.0
33.0,1.0,21.0,5.0,Healthcare Practitioners and Technical,132.0,5.0,30.0,2.0,1.0
31.0,2.0,21.0,5.0,Personal Care and Service,6.0,4.0,50.0,2.0,1.0
26.0,1.0,20.0,5.0,Office and Administrative Support,6.0,2.0,30.0,2.0,6.0
69.0,7.0,23.0,1.0,"Management, Business, Science, and Arts",8.0,1.0,40.0,1.0,1.0
62.0,1.0,20.0,1.0,Production,164.0,0.0,40.0,1.0,1.0
35.0,2.0,23.0,1.0,Healthcare Practitioners and Technical,17.0,0.0,70.0,2.0,6.0
24.0,1.0,21.0,1.0,"Arts, Design, Entertainment, Sports, and Media",6.0,1.0,25.0,1.0,1.0
62.0,1.0,18.0,1.0,Office and Administrative Support,6.0,0.0,40.0,2.0,1.0
64.0,1.0,16.0,1.0,Office and Administrative Support,240.0,1.0,40.0,2.0,6.0
47.0,1.0,19.0,1.0,"Management, Business, Science, and Arts",6.0,1.0,70.0,2.0,1.0
38.0,6.0,16.0,5.0,Construction and Extraction,303.0,13.0,40.0,1.0,1.0
47.0,2.0,16.0,1.0,"Education, Training, and Library",6.0,1.0,40.0,2.0,1.0
31.0,1.0,21.0,1.0,Computer and Maths,17.0,0.0,45.0,1.0,1.0
22.0,1.0,9.0,5.0,Sales and Related,303.0,12.0,20.0,2.0,8.0
31.0,1.0,24.0,5.0,"Life, Physical, and Social Science",26.0,12.0,55.0,1.0,9.0
47.0,1.0,15.0,1.0,Transportation and Material Moving,303.0,1.0,40.0,2.0,8.0
18.0,1.0,16.0,5.0,Sales and Related,360.0,11.0,30.0,1.0,8.0
41.0,1.0,20.0,1.0,"Education, Training, and Library",6.0,0.0,40.0,2.0,1.0
63.0,1.0,19.0,1.0,Office and Administrative Support,6.0,1.0,20.0,2.0,1.0
24.0,1.0,14.0,5.0,Production,303.0,0.0,40.0,2.0,1.0
53.0,1.0,19.0,5.0,Production,6.0,2.0,40.0,1.0,1.0
33.0,6.0,20.0,5.0,Transportation and Material Moving,6.0,12.0,60.0,1.0,1.0
26.0,1.0,19.0,5.0,"Farming, Fishing, and Forestry",6.0,0.0,40.0,1.0,1.0
22.0,1.0,16.0,5.0,Construction and Extraction,6.0,2.0,40.0,1.0,3.0
58.0,1.0,9.0,1.0,Building and Grounds Cleaning and Maintenance,303.0,1.0,40.0,2.0,1.0
59.0,1.0,19.0,3.0,Personal Care and Service,370.0,6.0,40.0,2.0,8.0
56.0,1.0,21.0,1.0,"Management, Business, Science, and Arts",17.0,0.0,40.0,1.0,1.0
71.0,1.0,19.0,1.0,"Installation, Maintenance, and Repair Workers",242.0,0.0,40.0,1.0,6.0
55.0,4.0,24.0,1.0,"Education, Training, and Library",28.0,0.0,40.0,2.0,1.0
42.0,1.0,21.0,3.0,"Management, Business, Science, and Arts",245.0,0.0,60.0,1.0,1.0
27.0,6.0,19.0,5.0,Personal Care and Service,6.0,2.0,8.0,1.0,1.0
53.0,2.0,21.0,1.0,"Education, Training, and Library",6.0,2.0,40.0,2.0,1.0
34.0,3.0,21.0,1.0,"Life, Physical, and Social Science",6.0,9.0,40.0,1.0,1.0
50.0,1.0,17.0,1.0,Building and Grounds Cleaning and Maintenance,6.0,0.0,40.0,1.0,1.0
68.0,1.0,22.0,3.0,Architecture and Engineering,36.0,0.0,40.0,1.0,1.0
50.0,1.0,20.0,1.0,Personal Care and Service,6.0,0.0,60.0,2.0,1.0
32.0,3.0,21.0,3.0,"Management, Business, Science, and Arts",6.0,0.0,30.0,2.0,1.0
30.0,3.0,18.0,1.0,Transportation and Material Moving,6.0,1.0,36.0,1.0,1.0
18.0,1.0,16.0,5.0,Office and Administrative Support,6.0,2.0,99.0,2.0,1.0
18.0,1.0,18.0,5.0,Office and Administrative Support,6.0,10.0,30.0,2.0,9.0
22.0,1.0,16.0,5.0,Sales and Related,6.0,2.0,30.0,2.0,6.0
19.0,1.0,16.0,5.0,Office and Administrative Support,6.0,2.0,20.0,2.0,1.0
42.0,1.0,16.0,1.0,Computer and Maths,164.0,0.0,40.0,1.0,1.0
23.0,1.0,16.0,1.0,Transportation and Material Moving,6.0,2.0,40.0,2.0,1.0
54.0,1.0,16.0,1.0,Transportation and Material Moving,303.0,1.0,52.0,1.0,8.0
26.0,1.0,11.0,5.0,Sales and Related,313.0,2.0,40.0,1.0,8.0
47.0,1.0,22.0,1.0,"Management, Business, Science, and Arts",6.0,1.0,40.0,2.0,1.0
36.0,1.0,22.0,1.0,"Management, Business, Science, and Arts",42.0,0.0,60.0,1.0,1.0
20.0,1.0,16.0,5.0,Sales and Related,6.0,2.0,40.0,2.0,8.0
